id,uri,,
3579,http://dbpedia.org/resource/I_Dreamed_of_Africa,,
2606,http://dbpedia.org/resource/Idle_Hands,,
3767,http://dbpedia.org/resource/Missing_in_Action_2:_The_Beginning,,
212,http://dbpedia.org/resource/Bushwhacked_%28film%29,,
2774,http://dbpedia.org/resource/Better_Than_Chocolate,,
3263,http://dbpedia.org/resource/White_Men_Can%27t_Jump,,
934,http://dbpedia.org/resource/Father_of_the_Bride_%281950_film%29,,
190,http://dbpedia.org/resource/Safe_%28film%29,,
3133,http://dbpedia.org/resource/Go_West_%281925_film%29,,
1066,http://dbpedia.org/resource/Shall_We_Dance_%281937_film%29,,
43,http://dbpedia.org/resource/Restoration_%28film%29,,
93,http://dbpedia.org/resource/Vampire_in_Brooklyn,,
3681,http://dbpedia.org/resource/For_a_Few_Dollars_More,,
1056,http://dbpedia.org/resource/Jude_%28film%29,,
870,http://dbpedia.org/resource/Gone_Fishin%27_%28film%29,,
3840,http://dbpedia.org/resource/Pumpkinhead_%28film%29,,
1864,http://dbpedia.org/resource/Sour_Grapes_%28film%29,,
973,http://dbpedia.org/resource/Meet_John_Doe,,
2284,http://dbpedia.org/resource/Bandit_Queen,,
1442,http://dbpedia.org/resource/Prefontaine_%28film%29,,
415,http://dbpedia.org/resource/Another_Stakeout,,
301,http://dbpedia.org/resource/Picture_Bride_%28film%29,,
2656,http://dbpedia.org/resource/Tarantula_%28film%29,,
3339,http://dbpedia.org/resource/Cross_of_Iron,,
1919,http://dbpedia.org/resource/Madeline_%281998_film%29,,
962,http://dbpedia.org/resource/They_Made_Me_a_Criminal,,
3206,http://dbpedia.org/resource/Against_All_Odds_%28film%29,,
2442,http://dbpedia.org/resource/Hilary_and_Jackie,,
3446,http://dbpedia.org/resource/Funny_Bones,,
3575,http://dbpedia.org/resource/Defying_Gravity_%281997_film%29,,
1499,http://dbpedia.org/resource/Anaconda_%28film%29,,
2992,http://dbpedia.org/resource/Rawhead_Rex_%28film%29,,
3008,http://dbpedia.org/resource/Last_Night_%281998_film%29,,
35,http://dbpedia.org/resource/Carrington_%28film%29,,
1581,http://dbpedia.org/resource/Out_to_Sea,,
557,http://dbpedia.org/resource/Mamma_Roma,,
3632,http://dbpedia.org/resource/Monsieur_Verdoux,,
182,http://dbpedia.org/resource/Moonlight_and_Valentino,,
1385,http://dbpedia.org/resource/Under_Siege,,
46,http://dbpedia.org/resource/How_to_Make_an_American_Quilt,,
3766,http://dbpedia.org/resource/Missing_in_Action_%28film%29,,
3847,http://dbpedia.org/resource/Ilsa,_She_Wolf_of_the_SS,
1360,http://dbpedia.org/resource/Identification_of_a_Woman,,
2887,http://dbpedia.org/resource/Simon_Sez,,
102,http://dbpedia.org/resource/Mr._Wrong,,
1470,http://dbpedia.org/resource/Rhyme_&_Reason_%28film%29,,
2960,http://dbpedia.org/resource/Beefcake_%28film%29,,
1236,http://dbpedia.org/resource/Trust_%281990_film%29,,
209,http://dbpedia.org/resource/White_Man%27s_Burden_%28film%29,,
3240,http://dbpedia.org/resource/The_Big_Tease,,
3190,http://dbpedia.org/resource/Supernova_%282000_film%29,,
487,http://dbpedia.org/resource/Lightning_Jack,,
2128,http://dbpedia.org/resource/Safe_Men,,
998,http://dbpedia.org/resource/Set_It_Off,,
2211,http://dbpedia.org/resource/Secret_Agent_%281936_film%29,,
2276,http://dbpedia.org/resource/A_Soldier%27s_Daughter_Never_Cries_%28film%29,,
3220,http://dbpedia.org/resource/Night_Tide,,
3432,http://dbpedia.org/resource/Death_Wish_3,,
2820,http://dbpedia.org/resource/Hamlet_%281964_film%29,,
705,http://dbpedia.org/resource/Cosi_%28film%29,,
417,http://dbpedia.org/resource/Barcelona_%28film%29,,
3198,http://dbpedia.org/resource/Papillon_%28film%29,,
2554,http://dbpedia.org/resource/Children_of_the_Damned,,
2169,http://dbpedia.org/resource/Dead_Man_on_Campus,,
1593,http://dbpedia.org/resource/Picture_Perfect_%281997_film%29,,
1886,http://dbpedia.org/resource/I_Got_the_Hook_Up,,
1640,http://dbpedia.org/resource/Def_Jam%27s_How_to_Be_a_Player,,
2623,http://dbpedia.org/resource/Trippin%27_%28film%29,,
3511,http://dbpedia.org/resource/Ready_to_Rumble,,
3619,http://dbpedia.org/resource/The_Hollywood_Knights,,
1561,http://dbpedia.org/resource/Wedding_Bell_Blues_%28film%29,,
2521,http://dbpedia.org/resource/Airport_1975,,
3802,http://dbpedia.org/resource/Freejack,,
2055,http://dbpedia.org/resource/Hot_Lead_and_Cold_Feet,,
785,http://dbpedia.org/resource/Kingpin_%28film%29,,
3130,http://dbpedia.org/resource/The_Bonfire_of_the_Vanities_%28film%29,,
838,http://dbpedia.org/resource/Emma_%281996_film%29,,
613,http://dbpedia.org/resource/Jane_Eyre_%281996_film%29,,
72,http://dbpedia.org/resource/Kicking_and_Screaming_%281995_film%29,,
3014,http://dbpedia.org/resource/Bustin%27_Loose_%28film%29,,
3807,http://dbpedia.org/resource/Sinbad_and_the_Eye_of_the_Tiger,,
3319,http://dbpedia.org/resource/Judy_Berlin,,
609,http://dbpedia.org/resource/Homeward_Bound_II:_Lost_in_San_Francisco,,
3115,http://dbpedia.org/resource/Flawless_%281999_film%29,,
3044,http://dbpedia.org/resource/Dead_Again,,
2104,http://dbpedia.org/resource/Tex_%28film%29,,
3521,http://dbpedia.org/resource/Mystery_Train_%28film%29,,
1336,http://dbpedia.org/resource/Body_Parts_%281991_film%29,,
2590,http://dbpedia.org/resource/Hideous_Kinky_%28film%29,,
57,http://dbpedia.org/resource/Home_for_the_Holidays_%28film%29,,
2204,http://dbpedia.org/resource/Saboteur_%28film%29,,
1626,http://dbpedia.org/resource/Fire_Down_Below_%281997_film%29,,
283,http://dbpedia.org/resource/New_Jersey_Drive,,
3118,http://dbpedia.org/resource/Tumbleweeds_%281999_film%29,,
3282,http://dbpedia.org/resource/Different_for_Girls,,
3454,http://dbpedia.org/resource/Whatever_It_Takes_%28film%29,,
1502,http://dbpedia.org/resource/Kissed,,
1779,http://dbpedia.org/resource/Sphere_%28film%29,,
232,http://dbpedia.org/resource/Eat_Drink_Man_Woman,,
103,http://dbpedia.org/resource/Unforgettable_%28film%29,,
698,http://dbpedia.org/resource/Delta_of_Venus_%28film%29,,
204,http://dbpedia.org/resource/Under_Siege_2:_Dark_Territory,,
421,http://dbpedia.org/resource/Black_Beauty_%281994_film%29,,
2342,http://dbpedia.org/resource/Hard_Core_Logo,,
1053,http://dbpedia.org/resource/Normal_Life,,
3877,http://dbpedia.org/resource/Supergirl_%28film%29,,
1862,http://dbpedia.org/resource/Species_II,,
358,http://dbpedia.org/resource/Higher_Learning,,
1023,http://dbpedia.org/resource/Winnie_the_Pooh_and_the_Blustery_Day,,
887,http://dbpedia.org/resource/Talk_of_Angels,,
1428,http://dbpedia.org/resource/Angel_Baby_%281995_film%29,,
2573,http://dbpedia.org/resource/Tango_%28film%29,,
696,http://dbpedia.org/resource/Butterfly_Kiss,,
3644,http://dbpedia.org/resource/Dark_Command,,
3918,http://dbpedia.org/resource/Hellbound:_Hellraiser_II,,
1095,http://dbpedia.org/resource/Glengarry_Glen_Ross_%28film%29,,
554,http://dbpedia.org/resource/Trial_by_Jury_%28film%29,,
2488,http://dbpedia.org/resource/Peeping_Tom_%28film%29,,
3572,http://dbpedia.org/resource/Carnosaur_%28film%29,,
3351,http://dbpedia.org/resource/Two_Thousand_Maniacs%21,,
3269,http://dbpedia.org/resource/Forever_Young_%28film%29,,
3162,http://dbpedia.org/resource/Simpatico_%28film%29,,
2537,http://dbpedia.org/resource/Beyond_the_Poseidon_Adventure,,
338,http://dbpedia.org/resource/Virtuosity,,
1966,http://dbpedia.org/resource/Metropolitan_%28film%29,,
1445,http://dbpedia.org/resource/McHale%27s_Navy_%28film%29,,
74,http://dbpedia.org/resource/Bed_of_Roses_%28film%29,,
3208,http://dbpedia.org/resource/Loaded_Weapon_1,,
1889,http://dbpedia.org/resource/Insomnia_%281997_film%29,,
45,http://dbpedia.org/resource/To_Die_For,,
611,http://dbpedia.org/resource/Hellraiser:_Bloodline,,
3500,http://dbpedia.org/resource/Mr._Saturday_Night,,
2963,http://dbpedia.org/resource/Joe_the_King,,
1904,http://dbpedia.org/resource/Henry_Fool,,
3497,http://dbpedia.org/resource/Max_Dugan_Returns,,
1633,http://dbpedia.org/resource/Ulee%27s_Gold,,
716,http://dbpedia.org/resource/Switchblade_Sisters,,
483,http://dbpedia.org/resource/King_of_the_Hill_%28film%29,,
2485,http://dbpedia.org/resource/She%27s_All_That,,
224,http://dbpedia.org/resource/Don_Juan_DeMarco,,
334,http://dbpedia.org/resource/Vanya_on_42nd_Street,,
3422,http://dbpedia.org/resource/She%27s_Gotta_Have_It,,
1331,http://dbpedia.org/resource/Audrey_Rose_%28film%29,,
92,http://dbpedia.org/resource/Mary_Reilly_%28film%29,,
2217,http://dbpedia.org/resource/Elstree_Calling,,
3934,http://dbpedia.org/resource/Kronos_%28film%29,,
439,http://dbpedia.org/resource/Dangerous_Game,,
477,http://dbpedia.org/resource/What%27s_Love_Got_to_Do_with_It_%28film%29,,
1809,http://dbpedia.org/resource/Hana-bi,,
229,http://dbpedia.org/resource/Death_and_the_Maiden_%28film%29,,
49,http://dbpedia.org/resource/When_Night_Is_Falling,,
297,http://dbpedia.org/resource/Panther_%28film%29,,
3023,http://dbpedia.org/resource/My_Best_Girl_%281927_film%29,,
3830,http://dbpedia.org/resource/Psycho_Beach_Party,,
2956,http://dbpedia.org/resource/Someone_to_Watch_Over_Me_%28film%29,,
3922,http://dbpedia.org/resource/Bikini_Beach,,
2676,http://dbpedia.org/resource/Instinct_%28film%29,,
3783,http://dbpedia.org/resource/Croupier_%28film%29,,
3516,http://dbpedia.org/resource/Bell,_Book_and_Candle,
600,http://dbpedia.org/resource/Love_and_a_.45,,
2387,http://dbpedia.org/resource/Very_Bad_Things,,
20,http://dbpedia.org/resource/Money_Train,,
3122,http://dbpedia.org/resource/Santa_Fe_Trail_%28film%29,,
892,http://dbpedia.org/resource/Twelfth_Night:_Or_What_You_Will_%281996_film%29,,
2691,http://dbpedia.org/resource/The_Legend_of_1900,,
1473,http://dbpedia.org/resource/Best_Men,,
2264,http://dbpedia.org/resource/We%27re_No_Angels_%281989_film%29,,
2190,http://dbpedia.org/resource/Why_Do_Fools_Fall_in_Love_%28film%29,,
542,http://dbpedia.org/resource/Son_in_Law,,
605,http://dbpedia.org/resource/One_Fine_Day_%28film%29,,
1152,http://dbpedia.org/resource/He_Walked_by_Night,,
1000,http://dbpedia.org/resource/Curdled_%28film%29,,
1128,http://dbpedia.org/resource/The_Fog,,
896,http://dbpedia.org/resource/Wild_Reeds,,
3941,http://dbpedia.org/resource/Sorority_House_Massacre,,
535,http://dbpedia.org/resource/Short_Cuts,,
2390,http://dbpedia.org/resource/Little_Voice_%28film%29,,
2438,http://dbpedia.org/resource/Outside_Ozona,,
3778,http://dbpedia.org/resource/On_Our_Merry_Way,,
1427,http://dbpedia.org/resource/Turbulence_%281997_film%29,,
779,http://dbpedia.org/resource/%27Til_There_Was_You,,
240,http://dbpedia.org/resource/Hideaway_%28film%29,,
3924,http://dbpedia.org/resource/Pajama_Party_%28film%29,,
3291,http://dbpedia.org/resource/Trois,,
516,http://dbpedia.org/resource/Renaissance_Man_%28film%29,,
2436,http://dbpedia.org/resource/Tea_with_Mussolini,,
2137,http://dbpedia.org/resource/Charlotte%27s_Web_%281973_film%29,,
636,http://dbpedia.org/resource/Frisk_%28film%29,,
2848,http://dbpedia.org/resource/Othello_%281952_film%29,,
1963,http://dbpedia.org/resource/Take_the_Money_and_Run,,
886,http://dbpedia.org/resource/Bulletproof_%281996_film%29,,
1051,http://dbpedia.org/resource/Trees_Lounge,,
3926,http://dbpedia.org/resource/Voyage_to_the_Bottom_of_the_Sea,,
3452,http://dbpedia.org/resource/Romeo_Must_Die,,
40,http://dbpedia.org/resource/Cry,_the_Beloved_Country_%281995_film%29,
3299,http://dbpedia.org/resource/Hanging_Up,,
1605,http://dbpedia.org/resource/Excess_Baggage,,
2131,http://dbpedia.org/resource/Autumn_Sonata,,
55,http://dbpedia.org/resource/Georgia_%281995_film%29,,
2907,http://dbpedia.org/resource/Superstar_%28film%29,,
3774,http://dbpedia.org/resource/House_Party_2,,
241,http://dbpedia.org/resource/Fluke_%28film%29,,
2553,http://dbpedia.org/resource/Village_of_the_Damned_%281960_film%29,,
3734,http://dbpedia.org/resource/Prince_of_the_City,,
2814,http://dbpedia.org/resource/The_Bat_%281959_film%29,,
2043,http://dbpedia.org/resource/Darby_O%27Gill_and_the_Little_People,,
2527,http://dbpedia.org/resource/Westworld,,
3305,http://dbpedia.org/resource/Bluebeard_%281944_film%29,,
1335,http://dbpedia.org/resource/Blood_Beach,,
3091,http://dbpedia.org/resource/Kagemusha,,
1503,http://dbpedia.org/resource/8_Heads_in_a_Duffel_Bag,,
537,http://dbpedia.org/resource/Sirens_%28film%29,,
2477,http://dbpedia.org/resource/Firewalker_%28film%29,,
1703,http://dbpedia.org/resource/For_Richer_or_Poorer,,
3431,http://dbpedia.org/resource/Death_Wish_II,,
1532,http://dbpedia.org/resource/Sprung_%28film%29,,
2824,http://dbpedia.org/resource/On_the_Ropes,,
1666,http://dbpedia.org/resource/Hugo_Pool,,
1570,http://dbpedia.org/resource/Tetsuo_II:_Body_Hammer,,
723,http://dbpedia.org/resource/Two_Friends_%28film%29,,
137,http://dbpedia.org/resource/Man_of_the_Year_%281995_film%29,,
726,http://dbpedia.org/resource/Last_Dance_%28film%29,,
3805,http://dbpedia.org/resource/Knightriders,,
1910,http://dbpedia.org/resource/I_Went_Down,,
1355,http://dbpedia.org/resource/Nightwatch_%281997_film%29,,
1311,http://dbpedia.org/resource/Santa_with_Muscles,,
806,http://dbpedia.org/resource/American_Buffalo_%28film%29,,
3045,http://dbpedia.org/resource/Peter%27s_Friends,,
2360,http://dbpedia.org/resource/The_Celebration,,
1848,http://dbpedia.org/resource/The_Borrowers_%281997_film%29,,
3343,http://dbpedia.org/resource/And_God_Created_Woman_%281988_film%29,,
3818,http://dbpedia.org/resource/Pot_o%27_Gold,,
3218,http://dbpedia.org/resource/Poison_%28film%29,,
2792,http://dbpedia.org/resource/Airplane_II:_The_Sequel,,
1344,http://dbpedia.org/resource/Cape_Fear_%281962_film%29,,
3463,http://dbpedia.org/resource/National_Lampoon%27s_Last_Resort,,
2900,http://dbpedia.org/resource/Monkey_Shines,,
2510,http://dbpedia.org/resource/Just_the_Ticket_%28film%29,,
279,http://dbpedia.org/resource/My_Family_%28film%29,,
1317,http://dbpedia.org/resource/I%27m_Not_Rappaport_%28film%29,,
186,http://dbpedia.org/resource/Nine_Months,,
1513,http://dbpedia.org/resource/Romy_and_Michele%27s_High_School_Reunion,,
3248,http://dbpedia.org/resource/Sister_Act_2:_Back_in_the_Habit,,
3945,http://dbpedia.org/resource/Digimon:_The_Movie,,
98,http://dbpedia.org/resource/Shopping_%28film%29,,
2645,http://dbpedia.org/resource/Dracula_%281958_film%29,,
2275,http://dbpedia.org/resource/Six-String_Samurai,,
2543,http://dbpedia.org/resource/Six_Ways_to_Sunday,,
210,http://dbpedia.org/resource/Wild_Bill_%28film%29,,
2756,http://dbpedia.org/resource/Wanted:_Dead_or_Alive_%28film%29,,
2039,http://dbpedia.org/resource/Cheetah_%28film%29,,
1541,http://dbpedia.org/resource/Addicted_to_Love_%28film%29,,
1045,http://dbpedia.org/resource/Love_Is_All_There_Is,,
375,http://dbpedia.org/resource/Safe_Passage_%28film%29,,
2822,http://dbpedia.org/resource/Medicine_Man_%28film%29,,
1667,http://dbpedia.org/resource/Mad_City_%28film%29,,
2666,http://dbpedia.org/resource/It_Conquered_the_World,,
1988,http://dbpedia.org/resource/Hello_Mary_Lou:_Prom_Night_II,,
2888,http://dbpedia.org/resource/Drive_Me_Crazy,,
3712,http://dbpedia.org/resource/Soapdish,,
2661,http://dbpedia.org/resource/It_Came_from_Outer_Space,,
3559,http://dbpedia.org/resource/Limelight_%281952_film%29,,
1776,http://dbpedia.org/resource/Ride_%28film%29,,
921,http://dbpedia.org/resource/My_Favorite_Year,,
697,http://dbpedia.org/resource/Feeling_Minnesota,,
759,http://dbpedia.org/resource/Maya_Lin:_A_Strong_Clear_Vision,,
1649,http://dbpedia.org/resource/Fast,_Cheap_&_Out_of_Control,
1824,http://dbpedia.org/resource/Homegrown_%28film%29,,
359,http://dbpedia.org/resource/I_Like_It_Like_That_%28film%29,,
3886,http://dbpedia.org/resource/Steal_This_Movie%21,,
804,http://dbpedia.org/resource/She%27s_the_One,,
3040,http://dbpedia.org/resource/Meatballs_%28film%29,,
1425,http://dbpedia.org/resource/Fierce_Creatures,,
2259,http://dbpedia.org/resource/Blame_It_on_Rio,,
2849,http://dbpedia.org/resource/Queens_Logic,,
473,http://dbpedia.org/resource/In_the_Army_Now_%28film%29,,
3465,http://dbpedia.org/resource/That%27s_Life%21_%28film%29,,
3502,http://dbpedia.org/resource/My_Life_%28film%29,,
3894,http://dbpedia.org/resource/Solas_%28film%29,,
1981,http://dbpedia.org/resource/Friday_the_13th_Part_VIII:_Jason_Takes_Manhattan,,
3775,http://dbpedia.org/resource/Make_Mine_Music,,
3171,http://dbpedia.org/resource/Room_at_the_Top,,
1855,http://dbpedia.org/resource/Krippendorf%27s_Tribe,,
2805,http://dbpedia.org/resource/Mickey_Blue_Eyes,,
171,http://dbpedia.org/resource/Jeffrey_%28film%29,,
2331,http://dbpedia.org/resource/Living_Out_Loud,,
1181,http://dbpedia.org/resource/The_Shooter_%281995_film%29,,
850,http://dbpedia.org/resource/Cyclo_%28film%29,,
100,http://dbpedia.org/resource/City_Hall_%28film%29,,
2651,http://dbpedia.org/resource/Frankenstein_Meets_the_Wolf_Man,,
3898,http://dbpedia.org/resource/Bait_%28film%29,,
3912,http://dbpedia.org/resource/Beautiful_%282000_film%29,,
3547,http://dbpedia.org/resource/Prick_Up_Your_Ears,,
2723,http://dbpedia.org/resource/Mystery_Men,,
189,http://dbpedia.org/resource/Reckless_%281995_film%29,,
580,http://dbpedia.org/resource/Princess_Caraboo_%28film%29,,
1817,http://dbpedia.org/resource/No_Looking_Back,,
466,http://dbpedia.org/resource/Hot_Shots%21_Part_Deux,,
1151,http://dbpedia.org/resource/Faust_%281994_film%29,,
2860,http://dbpedia.org/resource/Blue_Streak_%28film%29,,
3737,http://dbpedia.org/resource/Lonely_Are_the_Brave,,
3298,http://dbpedia.org/resource/Boiler_Room_%28film%29,,
3335,http://dbpedia.org/resource/Jail_Bait_%281954_film%29,,
575,http://dbpedia.org/resource/The_Little_Rascals_%28film%29,,
1041,http://dbpedia.org/resource/Secrets_&_Lies_%28film%29,,
2777,http://dbpedia.org/resource/Cobra_%281925_film%29,,
3848,http://dbpedia.org/resource/Silent_Fall,,
461,http://dbpedia.org/resource/Go_Fish_%28film%29,,
1325,http://dbpedia.org/resource/Amityville:_A_New_Generation,,
1147,http://dbpedia.org/resource/When_We_Were_Kings,,
1440,http://dbpedia.org/resource/Amos_&_Andrew,,
639,http://dbpedia.org/resource/Girl_6,,
803,http://dbpedia.org/resource/Walking_and_Talking,,
2050,http://dbpedia.org/resource/Herbie_Goes_Bananas,,
1233,http://dbpedia.org/resource/The_Boat_Is_Full,,
1184,http://dbpedia.org/resource/Mediterraneo,,
809,http://dbpedia.org/resource/Fled,,
3315,http://dbpedia.org/resource/Happy_Go_Lovely,,
280,http://dbpedia.org/resource/Murder_in_the_First,,
394,http://dbpedia.org/resource/Coldblooded_%28film%29,,
2722,http://dbpedia.org/resource/Deep_Blue_Sea,,
3345,http://dbpedia.org/resource/Charlie,_the_Lonesome_Cougar,
75,http://dbpedia.org/resource/Big_Bully_%28film%29,,
130,http://dbpedia.org/resource/Angela_%281995_film%29,,
3891,http://dbpedia.org/resource/Turn_It_Up_%28film%29,,
2530,http://dbpedia.org/resource/Beneath_the_Planet_of_the_Apes,,
2903,http://dbpedia.org/resource/Psycho_III,,
3921,http://dbpedia.org/resource/Beach_Party,,
3495,http://dbpedia.org/resource/Roadside_Prophets,,
3094,http://dbpedia.org/resource/Maurice_%28film%29,,
1463,http://dbpedia.org/resource/That_Old_Feeling_%28film%29,,
3323,http://dbpedia.org/resource/Chain_of_Fools_%28film%29,,
3232,http://dbpedia.org/resource/Seven_Chances,,
3823,http://dbpedia.org/resource/Wonderland_%281999_film%29,,
1987,http://dbpedia.org/resource/Prom_Night_%281980_film%29,,
3059,http://dbpedia.org/resource/British_Intelligence_%28film%29,,
1654,http://dbpedia.org/resource/FairyTale:_A_True_Story,,
2383,http://dbpedia.org/resource/Police_Academy_6:_City_Under_Siege,,
3098,http://dbpedia.org/resource/The_Natural_%28film%29,,
1313,http://dbpedia.org/resource/Mad_Dog_Time,,
1791,http://dbpedia.org/resource/Twilight_%281998_film%29,,
638,http://dbpedia.org/resource/Jack_and_Sarah,,
220,http://dbpedia.org/resource/Castle_Freak,,
1493,http://dbpedia.org/resource/Love_and_Other_Catastrophes,,
1044,http://dbpedia.org/resource/Surviving_Picasso,,
3714,http://dbpedia.org/resource/Clara%27s_Heart,,
802,http://dbpedia.org/resource/Phenomenon_%28film%29,,
2732,http://dbpedia.org/resource/Jules_and_Jim,,
1060,http://dbpedia.org/resource/Swingers_%281996_film%29,,
3889,http://dbpedia.org/resource/Highlander:_Endgame,,
1613,http://dbpedia.org/resource/Star_Maps_%28film%29,,
2380,http://dbpedia.org/resource/Police_Academy_3:_Back_in_Training,,
1574,http://dbpedia.org/resource/Fall_%281997_film%29,,
2624,http://dbpedia.org/resource/After_Life_%281998_film%29,,
765,http://dbpedia.org/resource/Jack_%281996_film%29,,
2895,http://dbpedia.org/resource/Napoleon_and_Samantha,,
2224,http://dbpedia.org/resource/Downhill_%28film%29,,
2878,http://dbpedia.org/resource/Hell_Night,,
132,http://dbpedia.org/resource/Jade_%28film%29,,
3680,http://dbpedia.org/resource/The_Decline_of_Western_Civilization_Part_II:_The_Metal_Years,,
2164,http://dbpedia.org/resource/Surf_Nazis_Must_Die,,
3375,http://dbpedia.org/resource/Destination_Moon_%28film%29,,
2767,http://dbpedia.org/resource/Illuminata_%28film%29,,
889,http://dbpedia.org/resource/1-900_%28film%29,,
1746,http://dbpedia.org/resource/Senseless,,
783,http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_%281996_film%29,,
961,http://dbpedia.org/resource/Little_Lord_Fauntleroy_%281936_film%29,,
3862,http://dbpedia.org/resource/About_Adam,,
3272,http://dbpedia.org/resource/Bad_Lieutenant,,
3499,http://dbpedia.org/resource/Misery_%28film%29,,
2757,http://dbpedia.org/resource/Frances,,
1723,http://dbpedia.org/resource/Twisted_Desire,,
3838,http://dbpedia.org/resource/Phantasm_III:_Lord_of_the_Dead,,
426,http://dbpedia.org/resource/Body_Snatchers_%281993_film%29,,
1798,http://dbpedia.org/resource/Hush_%281998_film%29,,
388,http://dbpedia.org/resource/Boys_Life,,
3829,http://dbpedia.org/resource/Mad_About_Mambo,,
2464,http://dbpedia.org/resource/Trick_or_Treat_%281986_film%29,,
411,http://dbpedia.org/resource/You_So_Crazy,,
3814,http://dbpedia.org/resource/Love_and_Death,,
460,http://dbpedia.org/resource/Getting_Even_with_Dad,,
1436,http://dbpedia.org/resource/Falling_in_Love_Again_%281980_film%29,,
3154,http://dbpedia.org/resource/Blood_on_the_Sun,,
3885,http://dbpedia.org/resource/Love_&_Sex,,
156,http://dbpedia.org/resource/Blue_in_the_Face,,
1934,http://dbpedia.org/resource/You_Can%27t_Take_It_With_You_%28film%29,,
669,http://dbpedia.org/resource/Aparajito,,
1312,http://dbpedia.org/resource/Female_Perversions,,
3316,http://dbpedia.org/resource/Reindeer_Games,,
308,http://dbpedia.org/resource/Three_Colors:_White,,
331,http://dbpedia.org/resource/Tom_&_Viv,,
1695,http://dbpedia.org/resource/Artemisia_%28film%29,,
3584,http://dbpedia.org/resource/Breathless_%281983_film%29,,
3946,http://dbpedia.org/resource/Get_Carter_%282000_film%29,,
1365,http://dbpedia.org/resource/Ridicule,,
1477,http://dbpedia.org/resource/Love_Jones_%28film%29,,
1386,http://dbpedia.org/resource/Terror_in_a_Texas_Town,,
3672,http://dbpedia.org/resource/Benji_%28film%29,,
2981,http://dbpedia.org/resource/Brother,_Can_You_Spare_a_Dime%3F_%28film%29,
2518,http://dbpedia.org/resource/Night_Shift_%28film%29,,
1600,http://dbpedia.org/resource/She%27s_So_Lovely,,
7,http://dbpedia.org/resource/Sabrina_%281995_film%29,,
3056,http://dbpedia.org/resource/Oxygen_%28film%29,,
1412,http://dbpedia.org/resource/Some_Mother%27s_Son,,
1003,http://dbpedia.org/resource/Extreme_Measures,,
3373,http://dbpedia.org/resource/Buck_and_the_Preacher,,
692,http://dbpedia.org/resource/Solo_%281996_film%29,,
3776,http://dbpedia.org/resource/Melody_Time,,
3116,http://dbpedia.org/resource/Miss_Julie_%281999_film%29,,
650,http://dbpedia.org/resource/Moll_Flanders_%281996_film%29,,
1896,http://dbpedia.org/resource/Cousin_Bette_%28film%29,,
299,http://dbpedia.org/resource/Priest_%281994_film%29,,
3236,http://dbpedia.org/resource/Zachariah_%28film%29,,
259,http://dbpedia.org/resource/Kiss_of_Death_%281995_film%29,,
2372,http://dbpedia.org/resource/Fletch_Lives,,
2187,http://dbpedia.org/resource/Stage_Fright_%28film%29,,
702,http://dbpedia.org/resource/Faces_%28film%29,,
3617,http://dbpedia.org/resource/Road_Trip_%28film%29,,
1426,http://dbpedia.org/resource/Zeus_and_Roxanne,,
2815,http://dbpedia.org/resource/Iron_Eagle,,
3520,http://dbpedia.org/resource/How_to_Stuff_a_Wild_Bikini,,
2978,http://dbpedia.org/resource/Three_to_Tango,,
3591,http://dbpedia.org/resource/Mr._Mom,,
325,http://dbpedia.org/resource/National_Lampoon%27s_Senior_Trip,,
3562,http://dbpedia.org/resource/Committed_%282000_film%29,,
3555,http://dbpedia.org/resource/U-571_%28film%29,,
790,http://dbpedia.org/resource/An_Unforgettable_Summer,,
2377,http://dbpedia.org/resource/Lifeforce_%28film%29,,
254,http://dbpedia.org/resource/Jefferson_in_Paris,,
2209,http://dbpedia.org/resource/Young_and_Innocent,,
3238,http://dbpedia.org/resource/Eye_of_the_Beholder_%28film%29,,
3346,http://dbpedia.org/resource/Color_Me_Blood_Red,,
2491,http://dbpedia.org/resource/Simply_Irresistible_%28film%29,,
3099,http://dbpedia.org/resource/Shampoo_%28film%29,,
2522,http://dbpedia.org/resource/Airport_%2777,,
162,http://dbpedia.org/resource/Crumb_%28film%29,,
820,http://dbpedia.org/resource/Death_in_the_Garden,,
3795,http://dbpedia.org/resource/The_Five_Senses,,
2166,http://dbpedia.org/resource/Return_to_Paradise_%281998_film%29,,
1765,http://dbpedia.org/resource/A_Letter_from_Death_Row_%28film%29,,
1650,http://dbpedia.org/resource/Washington_Square_%28film%29,,
413,http://dbpedia.org/resource/Airheads,,
3383,http://dbpedia.org/resource/Big_Fella,,
177,http://dbpedia.org/resource/Lord_of_Illusions,,
3813,http://dbpedia.org/resource/Interiors,,
2653,http://dbpedia.org/resource/Son_of_Dracula_%281943_film%29,,
2873,http://dbpedia.org/resource/Lulu_on_the_Bridge,,
706,http://dbpedia.org/resource/Sunset_Park_%28film%29,,
687,http://dbpedia.org/resource/Country_Life_%28film%29,,
3609,http://dbpedia.org/resource/Regret_to_Inform,,
2555,http://dbpedia.org/resource/Baby_Geniuses,,
3328,http://dbpedia.org/resource/Ghost_Dog:_The_Way_of_the_Samurai,,
3506,http://dbpedia.org/resource/North_Dallas_Forty,,
2215,http://dbpedia.org/resource/Rich_and_Strange,,
2785,http://dbpedia.org/resource/Tales_of_Terror,,
378,http://dbpedia.org/resource/Speechless_%28film%29,,
